campaign_id,campaign_name,campaign_type,channel,target_audience,geography,start_date,end_date,budget_allocated,amount_spent,impressions,clicks,leads_generated,conversions,revenue_generated,ctr,conversion_rate,cpc,cpa,customer_acquisition_cost,campaign_status,quarter,year,satisfaction_score,bounce_rate,engagement_rate,roi_percentage,campaign_duration_days,budget_utilization,revenue_per_impression,revenue_per_click,cost_efficiency_ratio,lead_to_conversion_rate,profit,profit_margin,is_profitable,campaign_month,campaign_quarter,roi_category,budget_tier,performance_score
CAMP_5153,Referral Win-back - Email 2024,Re-engagement,Email,Professionals 25-35,Asia Pacific,2024-07-06,2024-09-19,15536.85,16313.69,1141744,21510,882,145,16590.67,1.884,0.6741,0.76,112.51,140.64,Completed,Q3,2024,3.4,78.38,9.63,1.7,75,105.0,0.0145,0.77,1.02,16.44,276.98,1.67,True,July,3,Low (0-50%),Small (5K-25K),3.25
CAMP_3942,Loyalty Lead Gen - Content Marketing 2022,Lead Generation,Content Marketing,Young Adults 18-25,Latin America,2022-11-08,2023-05-07,13413.39,12588.5,470096,8027,610,113,6691.42,1.7075,1.4077,1.57,111.4,139.25,Completed,Q4,2022,3.6,92.0,7.69,-46.84,180,93.85,0.0142,0.83,0.53,18.52,-5897.08,-88.13,False,November,4,Negative ROI,Small (5K-25K),4.35
CAMP_4664,Autumn Conversion Push - Google Ads 2024,Conversion,Google Ads,Young Adults 18-25,North America,2024-02-21,2024-02-28,29046.86,25805.58,258313,10598,1011,221,45269.76,4.1028,2.0853,2.43,116.77,145.96,Completed,Q1,2024,5.0,89.57,4.77,75.43,7,88.84,0.1753,4.27,1.75,21.86,19464.18,43.0,True,February,1,Medium (50-150%),Medium (25K-100K),8.21
CAMP_5151,Flash Sale Retention - SEO 2022,Retention,SEO,Mid-Age 35-50,Latin America,2022-07-27,2023-01-23,4990.57,4723.57,79305,3310,130,55,18738.79,4.1738,1.6616,1.43,85.88,107.35,Active,Q3,2022,3.5,65.84,11.51,296.71,180,94.65,0.2363,5.66,3.97,42.31,14015.22,74.79,True,July,3,High (150-300%),Micro (<5K),8.29
CAMP_5274,Win-back Lead Gen - Email 2023,Lead Generation,Email,Young Adults 18-25,North America,2023-04-04,2023-10-01,10914.81,10468.44,545568,14612,1415,329,36850.71,2.6783,2.2516,0.72,31.82,39.78,Completed,Q2,2023,3.7,92.0,3.45,252.02,180,95.91,0.0675,2.52,3.52,23.25,26382.27,71.59,True,April,2,High (150-300%),Small (5K-25K),7.98
CAMP_3211,Upsell Lead Gen - Facebook Ads 2024,Lead Generation,Facebook Ads,Senior 50+,North America,2024-07-02,2024-07-09,22608.2,15994.02,931375,13867,1054,149,63691.89,1.4889,1.0745,1.15,107.34,134.18,Completed,Q3,2024,2.6,76.57,0.3,298.22,7,70.74,0.0684,4.59,3.98,14.14,47697.87,74.89,True,July,3,High (150-300%),Small (5K-25K),4.83
CAMP_4187,Newsletter Win-back - YouTube 2022,Re-engagement,YouTube,Parents,Latin America,2022-03-14,2022-08-11,19595.58,17008.05,5175463,27478,480,50,3961.2,0.5309,0.182,0.62,340.16,425.2,Active,Q1,2022,3.5,74.82,12.75,-76.71,150,86.8,0.0008,0.14,0.23,10.42,-13046.85,-329.37,False,March,1,Negative ROI,Small (5K-25K),0.82
CAMP_3774,Monsoon Retention - SEO 2024,Retention,SEO,Professionals 25-35,Latin America,2024-09-24,2024-12-23,67656.55,11188.43,265318,11426,537,171,19175.22,4.3065,1.4966,0.98,65.43,81.79,Cancelled,Q3,2024,4.8,75.2,19.42,71.38,90,16.54,0.0723,1.68,1.71,31.84,7986.79,41.65,True,September,3,Medium (50-150%),Medium (25K-100K),7.22
CAMP_6480,Newsletter Win-back - Google Ads 2024,Re-engagement,Google Ads,Students,Africa,2024-09-08,2024-09-29,111047.0,114161.22,2053511,47316,2008,337,25149.39,2.3042,0.7122,2.41,338.76,423.45,Completed,Q3,2024,2.9,76.41,5.15,-77.97,21,102.8,0.0122,0.53,0.22,16.78,-89011.83,-353.93,False,September,3,Negative ROI,Large (100K-250K),3.38
CAMP_5060,Back to School Brand Awareness - Affiliate 2022,Brand Awareness,Affiliate,Mid-Age 35-50,Europe,2022-05-26,2022-07-10,58403.9,52557.96,1616660,56850,1558,220,51714.03,3.5165,0.387,0.92,238.9,298.62,Completed,Q2,2022,4.4,81.63,16.57,-1.61,45,89.99,0.032,0.91,0.98,14.12,-843.93,-1.63,False,May,2,Negative ROI,Medium (25K-100K),4.08
CAMP_6892,Win-back Lead Gen - Influencer 2022,Lead Generation,Influencer,Students,Latin America,2022-04-04,2022-04-18,10785.41,11324.68,829607,9960,443,59,4009.81,1.2006,0.5924,1.14,191.94,239.92,Completed,Q2,2022,3.5,90.26,9.36,-64.59,14,105.0,0.0048,0.4,0.35,13.32,-7314.87,-182.42,False,April,2,Negative ROI,Small (5K-25K),2.25
CAMP_3754,Cyber Monday Brand Awareness - Email 2024,Brand Awareness,Email,Young Adults 18-25,North America,2024-08-25,2024-09-08,4514.76,3973.22,243045,5653,108,12,781.66,2.3259,0.2123,0.7,331.1,413.88,Completed,Q3,2024,2.7,89.75,0.3,-80.33,14,88.01,0.0032,0.14,0.2,11.11,-3191.56,-408.31,False,August,3,Negative ROI,Micro (<5K),2.41
CAMP_4891,Win-back Win-back - Influencer 2023,Re-engagement,Influencer,Mid-Age 35-50,Latin America,2023-12-10,2024-01-24,18630.11,19561.62,4303758,17975,649,112,16845.41,0.4177,0.6231,1.09,174.66,218.32,Completed,Q4,2023,3.0,86.28,11.46,-13.89,45,105.0,0.0039,0.94,0.86,17.26,-2716.21,-16.12,False,December,4,Negative ROI,Small (5K-25K),1.82
CAMP_9657,Festive Brand Awareness - YouTube 2023,Brand Awareness,YouTube,Mid-Age 35-50,Europe,2023-08-01,2023-08-31,2625.84,2289.78,496221,3876,34,8,1731.66,0.7811,0.2064,0.59,286.22,357.78,Completed,Q3,2023,3.9,77.73,10.94,-24.37,30,87.2,0.0035,0.45,0.76,23.53,-558.12,-32.23,False,August,3,Negative ROI,Micro (<5K),1.28
CAMP_9235,Brand Refresh Brand Awareness - Google Ads 2023,Brand Awareness,Google Ads,Young Adults 18-25,North America,2023-04-23,2023-08-21,72064.77,41211.62,333942,15606,553,72,28787.68,4.6733,0.4614,2.64,572.38,715.48,Completed,Q2,2023,4.5,92.0,5.47,-30.15,120,57.19,0.0862,1.84,0.7,13.02,-12423.94,-43.16,False,April,2,Negative ROI,Medium (25K-100K),5.12
CAMP_1907,Brand Refresh Lead Gen - Facebook Ads 2023,Lead Generation,Facebook Ads,Professionals 25-35,Europe,2023-12-09,2024-02-22,9417.99,9049.84,331124,4693,266,55,12946.38,1.4173,1.172,1.93,164.54,205.68,Completed,Q4,2023,4.6,83.87,9.0,43.06,75,96.09,0.0391,2.76,1.43,20.68,3896.54,30.1,True,December,4,Low (0-50%),Small (5K-25K),3.98
CAMP_0869,Brand Refresh Conversion Push - Instagram Ads 2024,Conversion,Instagram Ads,Professionals 25-35,North America,2024-05-12,2024-10-09,10164.72,7040.16,555695,4803,334,140,18415.92,0.8643,2.9148,1.47,50.29,62.86,Active,Q2,2024,4.8,79.35,5.97,161.58,150,69.26,0.0331,3.83,2.62,41.92,11375.76,61.77,True,May,2,High (150-300%),Small (5K-25K),7.37
CAMP_6862,Evergreen Brand Awareness - Influencer 2023,Brand Awareness,Influencer,Mid-Age 35-50,North America,2023-12-01,2024-01-15,3279.97,3370.84,194950,2313,24,3,1419.87,1.1865,0.1297,1.46,1123.61,1404.51,Completed,Q4,2023,3.6,87.11,8.41,-57.88,45,102.77,0.0073,0.61,0.42,12.5,-1950.97,-137.4,False,December,4,Negative ROI,Micro (<5K),1.35
CAMP_5886,Product Launch Retention - Google Ads 2023,Retention,Google Ads,Young Adults 18-25,North America,2023-11-17,2024-01-16,8185.56,6475.3,68325,2357,144,40,17121.39,3.4497,1.6971,2.75,161.88,202.35,Completed,Q4,2023,3.1,66.03,18.58,164.41,60,79.11,0.2506,7.26,2.64,27.78,10646.09,62.18,True,November,4,High (150-300%),Small (5K-25K),7.23
CAMP_9150,Autumn Lead Gen - Affiliate 2023,Lead Generation,Affiliate,Young Adults 18-25,North America,2023-03-30,2023-04-29,4647.13,4858.79,160618,5494,289,93,14793.24,3.4205,1.6928,0.88,52.25,65.31,Completed,Q1,2023,3.8,79.23,5.44,204.46,30,104.55,0.0921,2.69,3.04,32.18,9934.45,67.16,True,March,1,High (150-300%),Micro (<5K),7.35
CAMP_7459,Premium Win-back - Content Marketing 2024,Re-engagement,Content Marketing,Senior 50+,Europe,2024-04-26,2024-05-03,46855.4,49198.17,1182569,19075,1171,300,92287.92,1.613,1.5727,2.58,163.99,204.99,Completed,Q2,2024,3.3,75.3,0.3,87.58,7,105.0,0.078,4.84,1.88,25.62,43089.75,46.69,True,April,2,Medium (50-150%),Medium (25K-100K),5.11
CAMP_5371,Win-back Brand Awareness - Facebook Ads 2024,Brand Awareness,Facebook Ads,Young Adults 18-25,Europe,2024-06-01,2024-06-15,40846.43,37005.6,2341630,26607,927,93,6074.57,1.1363,0.3495,1.39,397.91,497.39,Completed,Q2,2024,3.8,64.69,13.62,-83.58,14,90.6,0.0026,0.23,0.16,10.03,-30931.03,-509.19,False,June,2,Negative ROI,Medium (25K-100K),1.64
CAMP_0219,Festive Conversion Push - Affiliate 2024,Conversion,Affiliate,Young Adults 18-25,North America,2024-10-17,2024-11-07,2930.7,2871.3,171343,3437,179,40,6811.49,2.0059,1.1638,0.84,71.78,89.72,Active,Q4,2024,4.4,78.82,11.39,137.23,21,97.97,0.0398,1.98,2.37,22.35,3940.19,57.85,True,October,4,Medium (50-150%),Micro (<5K),4.83
CAMP_4719,Festive Win-back - Influencer 2023,Re-engagement,Influencer,Parents,Europe,2023-09-02,2023-12-01,17267.48,12199.84,2468827,9590,357,96,5260.85,0.3884,1.001,1.27,127.08,158.85,Completed,Q3,2023,3.2,90.44,7.79,-56.88,90,70.65,0.0021,0.55,0.43,26.89,-6938.99,-131.9,False,September,3,Negative ROI,Small (5K-25K),2.38
CAMP_9650,Newsletter Retention - SEO 2022,Retention,SEO,Professionals 25-35,Europe,2022-10-06,2022-10-27,10226.33,9231.74,161796,7895,297,114,65851.88,4.8796,1.444,1.17,80.98,101.22,Completed,Q4,2022,4.6,76.54,16.62,613.32,21,90.27,0.407,8.34,7.13,38.38,56620.14,85.98,True,October,4,Exceptional (300%+),Small (5K-25K),9.68
CAMP_8785,Winter Lead Gen - YouTube 2023,Lead Generation,YouTube,Students,North America,2023-07-23,2023-07-30,14720.83,15456.87,8292652,28939,636,47,5043.88,0.349,0.1624,0.53,328.87,411.09,Completed,Q3,2023,4.1,82.87,0.3,-67.37,7,105.0,0.0006,0.17,0.33,7.39,-10412.99,-206.45,False,July,3,Negative ROI,Small (5K-25K),0.66
CAMP_6516,Webinar Brand Awareness - Influencer 2023,Brand Awareness,Influencer,Young Adults 18-25,North America,2023-01-18,2023-04-03,30456.94,15431.21,1586388,13710,212,15,1432.8,0.8642,0.1094,1.13,1028.75,1285.94,Paused,Q1,2023,3.9,74.07,11.67,-90.71,75,50.67,0.0009,0.1,0.09,7.08,-13998.41,-977.0,False,January,1,Negative ROI,Medium (25K-100K),0.91
CAMP_5962,Win-back Lead Gen - Facebook Ads 2023,Lead Generation,Facebook Ads,Professionals 25-35,Africa,2023-07-04,2023-09-02,63423.87,56281.85,1284564,34646,3276,937,65105.31,2.6971,2.7045,1.62,60.07,75.09,Completed,Q3,2023,3.8,78.04,2.22,15.68,60,88.74,0.0507,1.88,1.16,28.6,8823.46,13.55,True,July,3,Low (0-50%),Medium (25K-100K),7.98
CAMP_8790,Holiday Lead Gen - Instagram Ads 2022,Lead Generation,Instagram Ads,Mid-Age 35-50,Latin America,2022-12-26,2023-03-11,25834.1,25617.81,1801382,20914,1076,203,25253.09,1.161,0.9706,1.22,126.2,157.75,Active,Q4,2022,4.4,83.01,8.19,-1.42,75,99.16,0.014,1.21,0.99,18.87,-364.72,-1.44,False,December,4,Negative ROI,Medium (25K-100K),3.19
CAMP_5812,Webinar Lead Gen - YouTube 2024,Lead Generation,YouTube,Senior 50+,Europe,2024-05-18,2024-08-16,23392.58,17778.16,8088468,32370,1355,205,53053.02,0.4002,0.6333,0.55,86.72,108.4,Completed,Q2,2024,2.6,74.31,0.3,198.42,90,76.0,0.0066,1.64,2.98,15.13,35274.86,66.49,True,May,2,High (150-300%),Small (5K-25K),2.64
CAMP_6590,Festive Conversion Push - YouTube 2024,Conversion,YouTube,Young Adults 18-25,Middle East,2024-07-17,2024-08-31,4155.65,3567.4,1373570,7889,177,49,2503.19,0.5743,0.6211,0.45,72.8,91.0,Completed,Q3,2024,4.9,78.08,8.69,-29.83,45,85.84,0.0018,0.32,0.7,27.68,-1064.21,-42.51,False,July,3,Negative ROI,Micro (<5K),1.89
CAMP_7153,Premium Retention - Email 2023,Retention,Email,Professionals 25-35,North America,2023-09-14,2023-11-28,71840.59,66689.23,3054881,63563,2706,1374,270843.07,2.0807,2.1616,1.05,48.54,60.68,Completed,Q3,2023,3.2,78.03,7.36,306.13,75,92.83,0.0887,4.26,4.06,50.78,204153.84,75.38,True,September,3,Exceptional (300%+),Medium (25K-100K),7.5
CAMP_2153,Upsell Retention - Instagram Ads 2023,Retention,Instagram Ads,Mid-Age 35-50,Asia Pacific,2023-08-12,2023-08-26,38632.8,13417.28,444084,6430,242,96,5163.98,1.4479,1.493,2.09,139.76,174.7,Cancelled,Q3,2023,4.4,81.09,7.22,-61.51,14,34.73,0.0116,0.8,0.38,39.67,-8253.3,-159.82,False,August,3,Negative ROI,Medium (25K-100K),4.24
CAMP_1003,Loyalty Win-back - Content Marketing 2024,Re-engagement,Content Marketing,Students,Asia Pacific,2024-07-06,2024-08-20,30089.34,20769.49,1103625,10469,440,63,5123.81,0.9486,0.6018,1.98,329.67,412.09,Active,Q3,2024,3.8,83.09,2.78,-75.33,45,69.03,0.0046,0.49,0.25,14.32,-15645.68,-305.35,False,July,3,Negative ROI,Medium (25K-100K),2.01
CAMP_0570,Flash Sale Lead Gen - Email 2024,Lead Generation,Email,Professionals 25-35,Africa,2024-01-16,2024-02-15,9187.27,9646.63,296099,11309,739,183,11989.45,3.8193,1.6182,0.85,52.71,65.89,Completed,Q1,2024,2.8,77.71,11.61,24.29,30,105.0,0.0405,1.06,1.24,24.76,2342.82,19.54,True,January,1,Low (0-50%),Small (5K-25K),6.86
CAMP_4183,Referral Brand Awareness - Facebook Ads 2023,Brand Awareness,Facebook Ads,Mid-Age 35-50,Middle East,2023-05-27,2023-11-23,14747.98,19113.39,1074502,12073,288,54,4253.73,1.1236,0.4473,1.58,353.95,442.44,Completed,Q2,2023,3.5,92.0,4.07,-77.74,180,129.6,0.004,0.35,0.22,18.75,-14859.66,-349.33,False,May,2,Negative ROI,Small (5K-25K),1.84
CAMP_1204,Newsletter Brand Awareness - Content Marketing 2023,Brand Awareness,Content Marketing,Parents,Asia Pacific,2023-03-28,2023-04-27,9104.85,8483.09,452659,6219,183,19,3593.34,1.3739,0.3055,1.36,446.48,558.1,Completed,Q1,2023,3.9,87.22,3.33,-57.64,30,93.17,0.0079,0.58,0.42,10.38,-4889.75,-136.08,False,March,1,Negative ROI,Small (5K-25K),1.86
CAMP_4316,Monsoon Retention - Affiliate 2024,Retention,Affiliate,Professionals 25-35,North America,2024-10-15,2024-11-29,132271.89,114742.13,5035074,142660,6229,1783,468743.25799999695,2.8333,1.2498,0.8,64.35,80.44,Completed,Q4,2024,5.0,84.23,3.51,308.52,45,86.75,0.0931,3.29,4.09,28.62,354001.13,75.52,True,October,4,Exceptional (300%+),Large (100K-250K),6.37
CAMP_4133,Winter Conversion Push - Influencer 2022,Conversion,Influencer,Mid-Age 35-50,North America,2022-06-18,2022-09-16,30211.88,2426.2,205432,2007,369,20,1612.89,0.977,0.9965,1.21,121.31,151.64,Cancelled,Q2,2022,3.3,86.54,5.4,-33.52,90,8.03,0.0079,0.8,0.66,5.42,-813.31,-50.43,False,June,2,Negative ROI,Medium (25K-100K),2.96
CAMP_2455,Autumn Conversion Push - Instagram Ads 2023,Conversion,Instagram Ads,Professionals 25-35,North America,2023-07-06,2024-01-02,23632.63,23784.87,2537640,15216,568,137,54425.69,0.5996,0.9004,1.56,173.61,217.01,Completed,Q3,2023,3.3,85.21,8.63,128.82,180,100.64,0.0214,3.58,2.29,24.12,30640.82,56.3,True,July,3,Medium (50-150%),Small (5K-25K),3.07
CAMP_8240,Evergreen Win-back - YouTube 2024,Re-engagement,YouTube,Senior 50+,North America,2024-10-14,2024-10-21,163137.2499999997,109371.04,19253741,120145,2234,350,25354.11,0.624,0.2913,0.91,312.49,390.61,Paused,Q4,2024,3.6,81.51,9.72,-76.82,7,67.04,0.0013,0.21,0.23,15.67,-84016.93,-331.37,False,October,4,Negative ROI,Large (100K-250K),1.11
CAMP_2768,Summer Win-back - Google Ads 2023,Re-engagement,Google Ads,Mid-Age 35-50,Europe,2023-09-23,2024-02-20,33836.34,28379.95,742036,17761,795,191,80557.14,2.3935,1.0754,1.6,148.59,185.74,Completed,Q3,2023,3.3,76.57,17.42,183.85,150,83.87,0.1086,4.54,2.84,24.03,52177.19,64.77,True,September,3,High (150-300%),Medium (25K-100K),5.17
CAMP_3011,Product Launch Conversion Push - Influencer 2024,Conversion,Influencer,Parents,Europe,2024-08-23,2024-09-13,48773.21,51076.94,7327133,57744,1666,397,106271.79,0.7881,0.6875,0.88,128.66,160.82,Completed,Q3,2024,4.2,81.43,11.01,108.06,21,104.72,0.0145,1.84,2.08,23.83,55194.85,51.94,True,August,3,Medium (50-150%),Medium (25K-100K),2.74
CAMP_6878,Winter Brand Awareness - Facebook Ads 2024,Brand Awareness,Facebook Ads,Young Adults 18-25,Middle East,2024-04-20,2024-10-17,51419.37,46159.93,1954866,36348,1073,92,10317.14,1.8594,0.2531,1.27,501.74,627.17,Completed,Q2,2024,2.7,87.55,2.72,-77.65,180,89.77,0.0053,0.28,0.22,8.57,-35842.79,-347.41,False,April,2,Negative ROI,Medium (25K-100K),2.1
CAMP_2419,Webinar Lead Gen - Email 2022,Lead Generation,Email,Students,Africa,2022-01-16,2022-04-16,16660.69,17267.08,379410,19246,1156,150,10776.66,5.0726,0.7794,0.9,115.11,143.89,Completed,Q1,2022,3.4,88.94,14.18,-37.59,90,103.64,0.0284,0.56,0.62,12.98,-6490.42,-60.23,False,January,1,Negative ROI,Small (5K-25K),6.06
CAMP_7178,Referral Brand Awareness - Google Ads 2022,Brand Awareness,Google Ads,Mid-Age 35-50,Europe,2022-12-09,2023-04-08,4589.23,4113.67,46106,1735,53,5,900.81,3.7631,0.2882,2.37,822.73,1028.41,Completed,Q4,2022,4.6,92.0,9.13,-78.1,120,89.64,0.0195,0.52,0.22,9.43,-3212.86,-356.66,False,December,4,Negative ROI,Micro (<5K),3.81
CAMP_3936,Webinar Conversion Push - Content Marketing 2022,Conversion,Content Marketing,Young Adults 18-25,North America,2022-11-24,2023-02-22,27924.33,26236.85,1052817,17570,769,194,56104.57,1.6689,1.1042,1.49,135.24,169.05,Completed,Q4,2022,4.1,77.77,2.17,113.84,90,93.96,0.0533,3.19,2.14,25.23,29867.72,53.24,True,November,4,Medium (50-150%),Medium (25K-100K),4.34
CAMP_9620,Holiday Win-back - YouTube 2023,Re-engagement,YouTube,Professionals 25-35,Europe,2023-07-28,2023-09-11,8033.51,6013.52,2188852,9772,201,35,4939.81,0.4464,0.3582,0.62,171.81,214.76,Completed,Q3,2023,3.2,88.71,1.54,-17.85,45,74.86,0.0023,0.51,0.82,17.41,-1073.71,-21.74,False,July,3,Negative ROI,Small (5K-25K),1.31
CAMP_2755,Upsell Lead Gen - Email 2022,Lead Generation,Email,Young Adults 18-25,Europe,2022-06-11,2022-09-09,16557.04,14330.67,535223,26048,1454,571,214679.09,4.8668,2.1921,0.55,25.1,31.38,Completed,Q2,2022,3.6,88.53,15.88,1398.04,90,86.55,0.4011,8.24,14.98,39.27,200348.42,93.32,True,June,2,Exceptional (300%+),Small (5K-25K),14.14
CAMP_5473,Festive Brand Awareness - Instagram Ads 2023,Brand Awareness,Instagram Ads,Professionals 25-35,North America,2023-01-22,2023-02-05,42296.83,12145.1,883771,9076,240,26,466.55,1.027,0.2865,1.34,467.12,583.9,Cancelled,Q1,2023,3.7,91.43,6.43,-96.16,14,28.71,0.0005,0.05,0.04,10.83,-11678.55,-2503.17,False,January,1,Negative ROI,Medium (25K-100K),1.38
CAMP_8672,Holiday Retention - Content Marketing 2023,Retention,Content Marketing,Students,North America,2023-01-25,2023-02-24,5974.47,1555.43,40937,966,47,12,1053.08,2.3597,1.2422,1.61,129.62,162.02,Cancelled,Q1,2023,3.6,72.05,12.82,-32.3,30,26.03,0.0257,1.09,0.68,25.53,-502.35,-47.7,False,January,1,Negative ROI,Small (5K-25K),4.64
CAMP_6411,Back to School Lead Gen - Affiliate 2024,Lead Generation,Affiliate,Students,Asia Pacific,2024-02-02,2024-03-18,52187.77,42540.21,1165736,35453,2330,410,17307.34,3.0413,1.1565,1.2,103.76,129.7,Completed,Q1,2024,4.2,69.36,10.34,-59.32,45,81.51,0.0148,0.49,0.41,17.6,-25232.87,-145.79,False,February,1,Negative ROI,Medium (25K-100K),4.96
CAMP_1684,Holiday Brand Awareness - YouTube 2024,Brand Awareness,YouTube,Professionals 25-35,Latin America,2024-10-31,2025-01-14,5654.05,5555.88,1094978,9977,102,6,1072.15,0.9112,0.0601,0.56,925.98,1157.47,Active,Q4,2024,3.7,88.3,1.08,-80.7,75,98.26,0.001,0.11,0.19,5.88,-4483.73,-418.2,False,October,4,Negative ROI,Small (5K-25K),0.89
CAMP_5141,Upsell Lead Gen - Instagram Ads 2022,Lead Generation,Instagram Ads,Students,Europe,2022-12-09,2023-02-22,3552.64,3730.27,364143,2817,85,7,245.13,0.7736,0.2485,1.32,532.9,666.12,Completed,Q4,2022,4.7,72.44,11.23,-93.43,75,105.0,0.0007,0.09,0.07,8.24,-3485.14,-1421.75,False,December,4,Negative ROI,Micro (<5K),1.09
CAMP_9034,New Year Brand Awareness - Social Media 2022,Brand Awareness,Social Media,Young Adults 18-25,North America,2022-11-05,2023-01-19,28957.89,3595.13,242908,2973,67,10,694.78,1.2239,0.3364,1.21,359.51,449.39,Cancelled,Q4,2022,4.0,71.66,11.07,-80.67,75,12.42,0.0029,0.23,0.19,14.93,-2900.35,-417.45,False,November,4,Negative ROI,Medium (25K-100K),1.7
CAMP_9944,Holiday Conversion Push - Social Media 2024,Conversion,Social Media,Mid-Age 35-50,Asia Pacific,2024-08-18,2024-08-25,13146.31,13803.63,719743,6963,209,77,13560.56,0.9674,1.1058,1.98,179.27,224.09,Completed,Q3,2024,3.5,69.53,14.35,-1.76,7,105.0,0.0188,1.95,0.98,36.84,-243.07,-1.79,False,August,3,Negative ROI,Small (5K-25K),3.29
CAMP_6854,Premium Retention - Social Media 2022,Retention,Social Media,Professionals 25-35,Europe,2022-08-13,2022-08-20,37481.34,37827.97,4890884,30760,1050,237,97628.13,0.6289,0.7705,1.23,159.61,199.51,Completed,Q3,2022,5.0,69.22,7.2,158.08,7,100.92,0.02,3.17,2.58,22.57,59800.16,61.25,True,August,3,High (150-300%),Medium (25K-100K),2.95
CAMP_0759,Win-back Lead Gen - Facebook Ads 2022,Lead Generation,Facebook Ads,Senior 50+,North America,2022-04-12,2022-05-03,3760.51,2954.97,167674,2295,190,26,4644.62,1.3687,1.1329,1.29,113.65,142.06,Completed,Q2,2022,3.3,84.02,3.98,57.18,21,78.58,0.0277,2.02,1.57,13.68,1689.65,36.38,True,April,2,Medium (50-150%),Micro (<5K),3.92
CAMP_5805,Autumn Win-back - YouTube 2023,Re-engagement,YouTube,Professionals 25-35,Europe,2023-07-12,2023-08-11,19950.48,17168.61,6431808,23663,424,45,6886.55,0.3679,0.1902,0.73,381.52,476.9,Completed,Q3,2023,3.5,77.12,10.45,-59.89,30,86.06,0.0011,0.29,0.4,10.61,-10282.06,-149.31,False,July,3,Negative ROI,Small (5K-25K),0.76
CAMP_8654,Evergreen Retention - Social Media 2022,Retention,Social Media,Young Adults 18-25,North America,2022-08-21,2022-09-20,9767.16,9257.49,365113,6329,331,75,10791.14,1.7334,1.185,1.46,123.43,154.29,Completed,Q3,2022,2.7,74.34,7.72,16.57,30,94.78,0.0296,1.71,1.17,22.66,1533.65,14.21,True,August,3,Low (0-50%),Small (5K-25K),4.18
CAMP_4177,Winter Lead Gen - Content Marketing 2023,Lead Generation,Email,Professionals 25-35,Europe,2023-06-11,2023-07-26,148609.15,123270.93,4313003,9977,6229,1783,378389.85,0.2313,17.8711,12.36,69.14,86.42,Completed,Q2,2023,3.0,73.04,10.85,206.96,45,82.95,0.0877,37.93,3.07,28.62,255118.92,67.42,True,June,2,High (150-300%),Large (100K-250K),36.33
CAMP_4064,Back to School Brand Awareness - Facebook Ads 2023,Brand Awareness,Facebook Ads,Young Adults 18-25,Europe,2023-03-03,2023-05-02,32281.38,21665.49,898406,13192,164,25,1523.28,1.4684,0.1895,1.64,866.62,1083.28,Active,Q1,2023,2.8,90.12,8.21,-92.97,60,67.11,0.0017,0.12,0.07,15.24,-20142.21,-1322.29,False,March,1,Negative ROI,Medium (25K-100K),1.58
CAMP_4521,Cyber Monday Conversion Push - Content Marketing 2024,Conversion,Content Marketing,Parents,Africa,2024-11-28,2025-03-28,144601.55,133789.59,4558885,80241,4918,1134,87811.94,1.7601,1.4132,1.67,117.98,147.48,Completed,Q4,2024,2.9,92.0,6.97,-34.37,120,92.52,0.0193,1.09,0.66,23.06,-45977.65,-52.36,False,November,4,Negative ROI,Large (100K-250K),4.45
CAMP_9899,Loyalty Conversion Push - Social Media 2024,Conversion,Social Media,Mid-Age 35-50,North America,2024-07-01,2024-08-15,6248.62,6229.23,568033,6436,213,81,14487.2,1.133,1.2585,0.97,76.9,96.12,Completed,Q3,2024,3.0,79.7,9.71,132.57,45,99.69,0.0255,2.25,2.33,38.03,8257.97,57.0,True,July,3,Medium (50-150%),Small (5K-25K),4.25
CAMP_8094,Win-back Brand Awareness - Facebook Ads 2022,Brand Awareness,Facebook Ads,Mid-Age 35-50,Asia Pacific,2022-12-20,2022-12-27,27960.41,20379.64,614470,15246,253,36,23143.25,2.4812,0.2361,1.34,566.1,707.62,Completed,Q4,2022,3.9,70.74,16.44,13.56,7,72.89,0.0377,1.52,1.14,14.23,2763.61,11.94,True,December,4,Low (0-50%),Medium (25K-100K),2.95
CAMP_2096,Referral Lead Gen - Content Marketing 2024,Lead Generation,Content Marketing,Professionals 25-35,Europe,2024-01-13,2024-03-28,25193.9,22846.1,614470,15280,1563,297,76246.18,2.4867,1.9437,1.5,76.92,96.15,Completed,Q1,2024,3.4,80.09,0.9,233.74,75,90.68,0.1241,4.99,3.34,19.0,53400.08,70.04,True,January,1,High (150-300%),Medium (25K-100K),7.14
CAMP_0966,Product Launch Conversion Push - Social Media 2024,Conversion,Social Media,Senior 50+,Europe,2024-01-15,2024-03-15,34343.09,36048.83,3203131,27530,708,258,182731.37,0.8595,0.9372,1.31,139.72,174.65,Completed,Q1,2024,2.1,92.0,8.97,406.9,60,104.97,0.057,6.64,5.07,36.44,146682.54,80.27,True,January,1,Exceptional (300%+),Medium (25K-100K),4.43
CAMP_4640,Loyalty Brand Awareness - Email 2023,Brand Awareness,Email,Professionals 25-35,Latin America,2023-01-10,2023-02-09,67504.75,48120.2,1910895,57717,1676,556,129328.34,3.0204,0.9633,0.83,86.55,108.19,Active,Q1,2023,2.7,88.59,6.83,168.76,30,71.28,0.0677,2.24,2.69,33.17,81208.14,62.79,True,January,1,High (150-300%),Medium (25K-100K),5.43
