campaign_id,campaign_name,campaign_type,channel,target_audience,geography,start_date,end_date,budget_allocated,amount_spent,impressions,clicks,leads_generated,conversions,revenue_generated,ctr,conversion_rate,cpc,cpa,customer_acquisition_cost,campaign_status,quarter,year,satisfaction_score,bounce_rate,engagement_rate,roi_percentage
CAMP_3154,Upsell Win-back - Facebook Ads 2022,Re-engagement,Facebook Ads,Young Adults 18-25,Europe,2022-04-05,2022-05-05,96704.64,67495.39,2902095.0,53451.0,2909.0,667.0,182781.83,1.8418,1.2479,1.26,101.19,126.49,Completed,Q2,2022.0,3.0,90.75,1.5,170.81
CAMP_2991,Evergreen Lead Gen - Instagram Ads 2023,Lead Generation,Instagram Ads,Mid-Age 35-50,Latin America,2023-04-24,2023-07-08,34578.71,34249.73,3111386.0,31489.0,2706.0,479.0,61611.22,1.0121,1.5212,1.09,71.5,89.38,Active,Q2,2023.0,3.2,88.27,0.44,79.89
CAMP_8632,Loyalty Lead Gen - Affiliate 2024,lead generation,Affiliate,Students,north america,2024-06-21,2024-08-05,11788.42,10538.98,777742.0,11167.0,768.0,240.0,11961.7,1.4358,2.1492,0.94,43.91,54.89,Completed,Q2,2024.0,4.9,78.32,6.38,13.5
CAMP_6390,Webinar Win-back - Content Marketing 2022,Re-engagement,Content Marketing,Mid-Age 35-50,Latin America,2022-06-21,2022-08-05,5029.53,4862.33,169708.0,2796.0,86.0,22.0,6420.71,,0.7868,1.74,221.01,276.27,Completed,Q2,2022.0,3.7,81.21,8.76,32.05
CAMP_6903,Flash Sale Lead Gen - YouTube 2022,Lead Generation,youtube,Young Adults 18-25,North America,2022-02-23,2022-05-24,7675.22,6750.51,3464325.0,13189.0,708.0,42.0,7063.24,0.3807,0.3184,0.51,160.73,200.91,Active,Q1,2022.0,3.2,77.77,14.14,4.63
CAMP_6627,Cyber Monday Conversion Push - Content Marketing 2023,Conversion,Content Marketing,Senior 50+,Europe,2023-02-21,2023-06-21,18083.67,18934.21,837073.0,12218.0,694.0,208.0,41168.76,1.4596,1.7024,1.55,91.03,113.79,Completed,Q1,2023.0,2.8,92.0,4.01,127.66
CAMP_3608,Product Launch Win-back - Instagram Ads 2024,Re-engagement,Instagram Ads,Students,North America,2024-03-05,2024-07-03,4995.29,4362.89,444913.0,3956.0,112.0,12.0,2056.67,0.8892,0.3033,1.1,363.57,454.47,Completed,Q1,2024.0,,72.65,12.38,-52.86
CAMP_7858,Premium Lead Gen - Google Ads 2022,Lead Generation,Google Ads,Professionals 25-35,North America,2022-01-24,2022-06-23,3690.36,892.52,12745.0,388.0,15.0,4.0,166.9,3.0443,1.0309,2.3,223.13,278.91,Cancelled,Q1,2022.0,4.6,87.16,6.13,-81.3
CAMP_9710,Winter Lead Gen - Google Ads 2024,Lead Generation,Google Ads,Young Adults 18-25,Europe,2024-02-06,2024-02-27,202639.86,171632.71,2440636.0,64277.0,5048.0,728.0,140852.2,,1.1326,2.67,235.76,294.7,Completed,Q1,2024.0,3.8,76.25,0.87,-17.93
CAMP_0837,Newsletter Conversion Push - SEO 2023,Conversion,SEO,Professionals 25-35,middle east,2023-11-19,2024-02-02,155100.91,110021.88,3695504.0,103891.0,5258.0,2678.0,1936160.72,2.8113,2.5777,1.06,41.08,51.35,Active,Q4,2023.0,4.4,79.74,14.81,1148.32
CAMP_7426,Black Friday Conversion Push - Content Marketing 2022,Conversion,Content Marketing,Parents,Africa,2022-06-09,2022-12-06,67508.12,70883.53,2067072.0,49337.0,2265.0,600.0,55491.11,2.3868,1.2161,1.44,118.14,147.67,Completed,Q2,2022.0,3.5,74.46,7.97,-21.72
CAMP_4117,Webinar Win-back - Affiliate 2023,Re-engagement,Affiliate,Professionals 25-35,Latin America,2023-05-21,2023-06-11,15222.33,13076.91,911997.0,18027.0,515.0,91.0,8778.58,1.9767,0.5048,0.73,143.7,179.63,Completed,Q2,2023.0,4.2,74.44,7.75,-32.87
CAMP_0959,Spring Lead Gen - Email 2023,Lead Generation,,Mid-Age 35-50,North America,2023-12-01,2023-12-31,6072.63,4014.08,205677.0,5698.0,296.0,60.0,14937.87,2.7704,1.053,0.7,66.9,83.63,Active,Q4,2023.0,3.2,79.09,13.34,272.14
CAMP_8125,Loyalty Win-back - SEO 2022,Re-engagement,SEO,Professionals 25-35,Latin America,2022-01-11,2022-02-25,10820.24,10206.7,374591.0,10373.0,289.0,54.0,9469.4,2.7692,0.5206,0.98,189.01,236.27,Completed,Q1,2022.0,4.1,83.57,0.91,-7.22
CAMP_9848,Winter Conversion Push - Facebook Ads 2024,Conversion,Facebook Ads,Mid-Age 35-50,Africa,2024-06-12,2024-12-09,23843.52,18953.31,1023067.0,19386.0,847.0,239.0,52224.62,1.8949,1.2328,0.98,79.3,99.13,Completed,Q2,2024.0,4.1,88.2,6.1,175.54
CAMP_0709,Newsletter Conversion Push - SEO 2022,Conversion,SEO,Students,Latin America,2022-08-17,2023-01-14,24448.4,23826.33,455439.0,19243.0,624.0,148.0,49857.02,4.2252,0.7691,1.24,160.99,201.24,Active,Q3,2022.0,2.9,85.88,16.19,109.25
CAMP_6332,Spring Lead Gen - Affiliate 2022,Lead Generation,Affiliate,Mid-Age 35-50,Asia Pacific,2022-05-05,2022-10-02,6805.92,5828.86,330795.0,5673.0,426.0,103.0,22632.03,1.715,1.8156,1.03,56.59,70.74,Completed,Q2,2022.0,4.1,84.94,7.31,288.28
CAMP_2788,Holiday Conversion Push - Google Ads 2022,Conversion,Google Ads,Young Adults 18-25,North America,2022-10-04,2023-02-01,20080.66,17325.54,109299.0,6688.0,291.0,114.0,47049.49,6.119,1.7045,2.59,151.98,189.97,Active,Q4,2022.0,2.7,78.32,8.33,171.56
CAMP_0252,Autumn Retention - Social Media 2022,Retention,Social Media,Mid-Age 35-50,Africa,2022-02-22,2022-05-23,6288.6,5492.12,289802.0,4728.0,201.0,56.0,4005.84,1.6315,1.1844,1.16,98.07,122.59,Completed,Q1,2022.0,5.0,75.72,8.53,-27.06
CAMP_6450,Back to School Brand Awareness - YouTube 2024,Brand Awareness,YouTube,Young Adults 18-25,Asia Pacific,2024-10-22,2025-03-21,2866.73,2516.21,769281.0,4427.0,53.0,3.0,198.32,0.5755,0.0678,0.57,838.74,1048.42,Completed,Q4,2024.0,3.4,84.1,4.99,-92.12
CAMP_6425,Loyalty Conversion Push - Instagram Ads 2023,Conversion,Instagram Ads,Professionals 25-35,Asia Pacific,2023-04-30,2023-05-21,21558.72,21400.65,1709107.0,9344.0,159.0,32.0,6167.82,0.5467,0.3425,2.29,668.77,835.96,Completed,Q2,2023.0,4.5,92.0,3.88,-71.18
CAMP_4797,Referral Conversion Push - Facebook Ads 2023,Conversion,Facebook Ads,Professionals 25-35,North America,2023-09-10,2024-01-08,14050.43,10470.55,538333.0,9575.0,435.0,261.0,152401.82,1.7786,2.7258,1.09,40.12,50.15,Completed,Q3,2023.0,4.4,74.91,16.05,984.68
CAMP_4704,Cyber Monday Win-back - SEO 2023,Re-engagement,SEO,Mid-Age 35-50,Middle East,2023-05-28,2023-10-25,3743.85,3171.75,115868.0,3027.0,98.0,32.0,8314.61,2.6125,1.0572,1.05,99.12,123.9,Completed,Q2,2023.0,4.1,86.13,10.42,162.15
CAMP_8643,Evergreen Win-back - Facebook Ads 2022,Re-engagement,Facebook Ads,Professionals 25-35,North America,2022-08-07,2022-12-05,3588.12,2450.99,148925.0,1468.0,36.0,6.0,1627.64,0.9857,0.4087,1.67,408.5,510.62,Active,Q3,2022.0,3.9,71.46,13.28,-33.59
CAMP_9997,Brand Refresh Brand Awareness - Google Ads 2024,Brand Awareness,Google Ads,Young Adults 18-25,Asia Pacific,2024-05-24,2024-09-21,21561.14,12862.33,72804.0,4491.0,83.0,10.0,1319.77,6.1686,0.2227,2.86,1286.23,1607.79,Paused,Q2,2024.0,2.8,83.58,0.3,-89.74
CAMP_6511,Summer Conversion Push - YouTube 2024,Conversion,YouTube,Parents,North America,2024-10-19,2025-02-16,10008.79,7506.13,1449948.0,9893.0,384.0,125.0,20616.92,0.6823,1.2635,0.76,60.05,75.06,Completed,Q4,2024.0,4.5,83.84,3.52,174.67
CAMP_3518,Webinar Win-back - Email 2023,Re-engagement,Email,Parents,North America,2023-04-05,2023-05-20,18528.4,13452.54,681412.0,17819.0,295.0,73.0,6288.85,2.615,0.4097,0.75,184.28,230.35,Completed,Q2,2023.0,2.7,75.64,6.68,-53.25
CAMP_9901,Premium Win-back - Influencer 2024,Re-engagement,Influencer,Mid-Age 35-50,Latin America,2024-09-09,2024-10-09,16568.67,15347.52,3900467.0,19000.0,487.0,119.0,52319.33,0.4871,0.6263,0.81,128.97,161.21,Completed,Q3,2024.0,3.3,92.0,3.54,240.9
CAMP_5038,Holiday Win-back - Social Media 2024,Re-engagement,Social Media,Senior 50+,Asia Pacific,2024-03-07,2024-09-03,20808.35,15183.12,1294639.0,12087.0,230.0,24.0,2932.0,0.9336,0.1986,1.26,632.63,790.79,Completed,Q1,2024.0,3.8,69.8,10.26,-80.69
CAMP_7319,Cyber Monday Win-back - Social Media 2022,re-engagement,Social Media,Young Adults 18-25,Latin America,2022-06-19,2022-10-17,39170.51,30691.25,1765654.0,23599.0,779.0,89.0,15599.91,1.3366,,1.3,344.85,431.06,Completed,Q2,2022.0,2.2,122.18835894247503,9.25,-49.17
CAMP_3836,Winter Brand Awareness - Facebook Ads 2022,Brand Awareness,Facebook Ads,Mid-Age 35-50,North America,2022-01-17,2022-07-16,27613.2,15905.25,485338.0,10920.0,239.0,39.0,28395.61,2.25,0.3571,1.46,407.83,509.78,Completed,Q1,2022.0,3.6,78.68,13.15,78.53
CAMP_4869,Festive Win-back - SEO 2022,Re-engagement,SEO,Senior 50+,Middle East,2022-04-26,2022-05-26,4378.87,2970.43,92045.0,2330.0,75.0,13.0,1664.86,2.5314,0.5579,1.27,228.49,285.62,Active,Q2,2022.0,3.5,77.98,2.44,-43.95
CAMP_2314,Win-back Conversion Push - Instagram Ads 2024,Conversion,Instagram Ads,Mid-Age 35-50,Europe,2024-04-07,2024-05-22,7542.35,6349.02,489019.0,4403.0,128.0,25.0,5951.55,0.9004,0.5678,1.44,253.96,317.45,Completed,Q2,2024.0,3.0,86.2,12.97,-6.26
CAMP_9730,Brand Refresh Lead Gen - Google Ads 2024,Lead Generation,Google Ads,Senior 50+,Asia Pacific,2024-08-17,2024-10-16,43879.47,42236.88,400278.0,15652.0,2213.0,469.0,113139.66,3.9103,2.9964,2.7,90.06,112.57,Completed,Q3,2024.0,4.0,92.0,3.53,167.87
CAMP_5444,Winter Brand Awareness - Affiliate 2024,Brand Awareness,Affiliate,Young Adults 18-25,Asia Pacific,2024-11-11,2024-11-18,32222.57,29899.19,1112116.0,25820.0,377.0,75.0,11731.88,2.3217,0.2905,1.16,398.66,498.32,Active,Q4,2024.0,,77.98,14.66,-60.76
CAMP_0497,Premium Conversion Push - Google Ads 2024,Conversion,Google Ads,Young Adults 18-25,,2024-07-04,2024-12-31,43471.15,42695.96,272726.0,15496.0,1329.0,599.0,39229.56,5.6819,3.8655,2.76,71.28,89.1,Completed,Q3,2024.0,3.7,71.04,5.96,-8.12
CAMP_8404,Product Launch Lead Gen - SEO 2023,Lead Generation,SEO,Mid-Age 35-50,Europe,2023-09-29,2023-10-20,66589.61,69919.09,2129782.0,65211.0,4516.0,1432.0,651641.91,3.0619,2.1959,1.07,48.83,61.03,Completed,Q3,2023.0,3.1,90.5,11.27,831.99
CAMP_8213,Back to School Win-back - Instagram Ads 2022,Re-engagement,Instagram Ads,Young Adults 18-25,Europe,2022-08-05,2022-10-04,27741.87,7842.25,656738.0,5180.0,117.0,14.0,783.51,0.7887,0.2703,1.51,560.16,700.2,Cancelled,Q3,2022.0,2.6,78.95,11.94,-90.01
CAMP_8986,Newsletter Retention - Google Ads 2024,Retention,Google Ads,Professionals 25-35,Europe,2024-06-16,2024-08-15,3661.79,2719.14,44451.0,988.0,62.0,37.0,9637.42,2.2227,3.7449,2.75,73.49,91.86,Active,Q2,2024.0,4.3,72.86,7.26,254.43
CAMP_2823,New Year Lead Gen - YouTube 2023,Lead Generation,YouTube,Young Adults 18-25,Asia Pacific,2023-04-04,2023-04-18,20677.58,14307.81,4086233.0,26597.0,1068.0,265.0,41295.31,0.6509,0.9964,0.54,53.99,67.49,Completed,Q2,2023.0,3.2,88.76,5.71,188.62
CAMP_3902,Upsell Lead Gen - Email 2023,Lead Generation,Email,Parents,Latin America,2023-12-12,2024-03-11,13708.62,13399.2,394033.0,10429.0,395.0,107.0,8222.6,2.6467,,1.28,125.23,156.53,Completed,Q4,2023.0,4.5,92.0,1.76,-38.63
CAMP_4487,Monsoon Retention - Affiliate 2023,Retention,Affiliate,Professionals 25-35,Asia Pacific,2023-11-02,2024-03-31,8914.89,9125.07,413348.0,8253.0,483.0,290.0,49976.42,1.9966,3.5139,1.11,31.47,39.33,Completed,Q4,2023.0,3.2,90.82,0.3,447.68
CAMP_7713,Summer Conversion Push - Facebook Ads 2024,Conversion,Facebook Ads,Professionals 25-35,Asia Pacific,2024-11-14,2024-12-14,1902.93,1175.62,23020.0,558.0,38.0,8.0,1441.96,2.424,1.4337,2.11,146.95,183.69,Completed,Q4,2024.0,4.4,70.71,4.34,-24.22
CAMP_0046,Black Friday Brand Awareness - Content Marketing 2024,Brand Awareness,Content Marketing,Senior 50+,Asia Pacific,2024-02-27,2024-04-12,19898.44,17967.79,1120498.0,12366.0,236.0,36.0,2203.8,1.1036,0.2911,1.45,499.11,623.88,Completed,Q1,2024.0,3.6,88.41,9.06,-87.73
CAMP_3522,Cyber Monday Win-back - Social Media 2022,Re-engagement,Social Media,Students,Europe,2022-05-20,2022-05-27,7717.33,5180.03,327102.0,4354.0,192.0,17.0,4117.88,1.3311,0.3904,1.19,304.71,380.88,Active,Q2,2022.0,3.2,72.48,19.34,-20.5
CAMP_4694,Festive Conversion Push - Email 2022,Conversion,Email,Professionals 25-35,North America,2022-09-15,2023-01-13,31157.72,7758.25,268449.0,11640.0,443.0,217.0,8376.6,4.336,1.8643,0.67,35.75,44.69,Cancelled,Q3,2022.0,4.1,92.0,0.3,7.97
CAMP_2400,Summer Lead Gen - Email 2022,Lead Generation,Email,Parents,Asia Pacific,2022-03-11,2022-09-07,4347.76,4036.64,243784.0,7046.0,483.0,112.0,22142.98,2.8903,1.5896,0.57,36.04,45.05,Active,Q1,2022.0,3.0,85.94,1.4,448.55
CAMP_4979,Win-back Lead Gen - Email 2023,Lead Generation,Email,Parents,North America,2023-09-21,2024-02-18,17897.5,14008.47,470931.0,12873.0,1011.0,450.0,61900.84,2.7335,3.4957,1.09,31.13,38.91,Active,Q3,2023.0,3.0,78.22,10.74,341.88
CAMP_7611,Referral Win-back - Google Ads 2024,Re-engagement,Google Ads,Professionals 25-35,Latin America,2024-04-17,2024-05-01,5341.64,5608.72,132064.0,2249.0,70.0,19.0,,1.703,0.8448,2.49,295.2,368.99,Completed,Q2,2024.0,3.5,72.2,17.99,45.6
CAMP_5393,Premium Conversion Push - Email 2022,Conversion,Email,Mid-Age 35-50,Europe,2022-12-29,2023-01-19,8272.63,6239.01,236218.0,7112.0,303.0,131.0,19302.75,3.0108,1.842,0.88,47.63,59.53,Completed,Q4,2022.0,4.1,72.29,10.92,133.33
CAMP_5912,Autumn Conversion Push - Google Ads 2024,Conversion,Google Ads,Professionals 25-35,Middle East,2024-02-16,2024-08-14,25876.03,23411.71,280998.0,7671.0,364.0,122.0,72874.36,2.7299,1.5904,3.05,,239.87,Completed,Q1,2024.0,4.1,92.0,11.72,211.27
CAMP_1853,Spring Brand Awareness - Affiliate 2023,Brand Awareness,Affiliate,Students,Europe,2023-08-31,2023-09-07,28408.57,19062.12,823298.0,25453.0,572.0,56.0,1376.37,3.0916,0.22,0.75,340.39,425.49,Completed,Q3,2023.0,4.6,81.17,11.89,-92.78
CAMP_6638,Webinar Win-back - Content Marketing 2023,Re-engagement,Content Marketing,Students,Middle East,2023-12-10,2024-03-09,10899.44,9289.48,348384.0,5089.0,280.0,78.0,6612.38,1.4607,1.5327,1.83,,148.87,Completed,Q4,2023.0,2.1,92.0,0.3,-28.82
CAMP_7505,Black Friday Lead Gen - Influencer 2024,Lead Generation,Influencer,Parents,North America,2024-04-22,2024-04-29,59191.75,41727.12,5708508.0,35891.0,1547.0,244.0,43084.28,0.6287,0.6798,1.16,171.01,213.77,Completed,Q2,2024.0,4.3,90.58,14.29,3.25
CAMP_7056,Back to School Retention - Affiliate 2023,Retention,Affiliate,Professionals 25-35,Asia Pacific,2023-03-03,2023-06-01,11530.05,10046.51,942384.0,11373.0,635.0,170.0,40022.78,1.2068,1.4948,0.88,59.1,73.87,Completed,Q1,2023.0,4.5,79.57,10.01,298.37
CAMP_9959,,Lead Generation,seo,Students,north america,2023-01-04,2023-06-03,4358.51,3844.38,138654.0,3771.0,180.0,39.0,5114.01,2.7197,1.0342,,98.57,123.22,Completed,Q1,2023.0,2.6,85.35,8.39,33.03
CAMP_2689,New Year Lead Gen - YouTube 2023,Lead Generation,YouTube,Professionals 25-35,North America,2023-10-18,2023-12-02,20877.59,18610.89,4950266.0,29539.0,843.0,131.0,22324.61,0.5967,0.4435,0.63,142.07,177.58,Completed,Q4,2023.0,1.9,79.22,6.22,19.95
CAMP_7447,Winter Brand Awareness - Google Ads 2023,Brand Awareness,Google Ads,Students,Europe,2023-08-04,2023-09-18,3348.92,3326.46,42020.0,1329.0,74.0,7.0,808.64,3.1628,0.5267,2.5,475.21,594.01,Completed,Q3,2023.0,3.3,70.75,11.38,-75.69
CAMP_7294,Loyalty Win-back - Email 2022,Re-engagement,Email,Parents,North America,2022-11-17,2023-01-01,20355.06,14292.59,715988.0,20974.0,538.0,168.0,55831.13,2.9294,,0.68,85.07,106.34,Completed,Q4,2022.0,3.7,88.54,3.15,290.63
CAMP_2903,Back to School Win-back - YouTube 2022,Re-engagement,YouTube,Professionals 25-35,North America,2022-06-06,2022-06-20,45074.22,34910.68,18493295.0,56360.0,1332.0,257.0,65807.31,0.3048,0.456,0.62,135.84,169.8,Active,Q2,2022.0,3.1,84.88,8.31,88.5
CAMP_5513,Festive Conversion Push - Facebook Ads 2023,Conversion,Facebook Ads,Mid-Age 35-50,Europe,2023-09-26,2023-12-10,131781.91,138371.01,6319130.0,116753.0,2964.0,954.0,165436.89,1.8476,0.8171,1.19,145.04,181.3,Completed,Q3,2023.0,3.1,74.4,10.18,19.56
CAMP_0488,Win-back Lead Gen - Facebook Ads 2022,Lead Generation,Facebook Ads,Professionals 25-35,North America,2022-06-14,2022-11-11,2579.93,2320.14,103552.0,1703.0,83.0,11.0,-878.1606122548185,1.6446,0.6459,1.36,210.92,263.65,Completed,Q2,2022.0,3.7,69.9,11.93,6.75
CAMP_3874,Summer Retention - Email 2022,Retention,Email,Professionals 25-35,Europe,2022-09-22,2022-09-29,6601.8,5435.04,250042.0,8388.0,412.0,148.0,48738.47,3.3546,1.7644,0.65,36.72,45.9,Completed,Q3,2022.0,4.0,92.0,8.13,796.75
CAMP_9006,Festive Lead Gen - Facebook Ads 2022,Lead Generation,Facebook Ads,Young Adults 18-25,North America,2022-07-11,2022-12-08,13827.61,11634.09,591505.0,8576.0,405.0,48.0,6375.41,1.4499,0.5597,1.36,242.38,302.97,Completed,Q3,2022.0,2.1,86.77,3.97,-45.2
CAMP_2934,Loyalty Retention - Email 2022,Retention,Email,Professionals 25-35,North America,2022-06-22,2022-09-20,13591.22,10758.26,1106827.0,18153.0,1413.0,493.0,75155.85,1.6401,2.7158,0.59,21.82,27.28,Completed,Q2,2022.0,4.3,79.95,8.94,598.59
CAMP_7689,Flash Sale Conversion Push - Content Marketing 2023,Conversion,Content Marketing,Young Adults 18-25,North America,2023-04-04,2023-10-01,2047.21,1925.62,63909.0,1170.0,49.0,9.0,760.14,1.8307,0.7692,1.65,213.96,267.45,Completed,Q2,2023.0,2.3,91.98,9.68,-60.52
CAMP_9305,Flash Sale Lead Gen - Influencer 2023,Lead Generation,Influencer,Young Adults 18-25,Europe,2023-05-27,2023-06-10,6536.69,4924.19,345813.0,3240.0,153.0,25.0,1779.53,0.9369,0.7716,1.52,196.97,246.21,Completed,Q2,2023.0,4.4,87.78,7.08,-63.86
CAMP_7448,Autumn Win-back - YouTube 2023,Re-engagement,YouTube,Senior 50+,North America,2023-04-12,2023-08-10,68196.01,47058.59,26947776.0,75334.0,1300.0,122.0,14744.52,0.2796,0.1619,0.62,385.73,482.16,Completed,Q2,2023.0,2.7,84.67,10.26,-68.67
CAMP_6180,Festive Win-back - Instagram Ads 2023,Re-engagement,  Instagram Ads ,Senior 50+,Europe,2023-07-05,2023-08-04,6003.59,5825.78,509299.0,6263.0,125.0,13.0,2991.64,1.2297,0.2076,0.93,448.14,,Completed,Q3,2023.0,2.4,92.0,0.3,-48.65
CAMP_6304,New Year Lead Gen - YouTube 2022,Lead Generation,YouTube,Mid-Age 35-50,europe,2022-06-15,2022-12-12,4240.52,4452.55,1433060.0,9256.0,335.0,80.0,30083.11,0.6459,0.8643,0.48,55.66,69.57,Completed,Q2,2022.0,3.7,92.0,4.79,575.64
CAMP_3085,Win-back Conversion Push - Facebook Ads 2023,Conversion,Facebook Ads,Young Adults 18-25,Asia Pacific,2023-11-19,2023-12-10,8997.2,8096.95,315012.0,5449.0,294.0,53.0,23649.4,1.7298,0.9727,1.49,152.77,190.97,Completed,Q4,2023.0,2.8,75.74,6.0,192.08
CAMP_1819,Newsletter Win-back - Instagram Ads 2024,Re-engagement,Instagram Ads,Parents,Latin America,2024-09-29,2025-01-27,29089.17,4106.09,163177.0,2803.0,87.0,11.0,210.56,1.7178,0.3924,1.46,373.28,466.6,Cancelled,Q3,2024.0,4.2,88.35,7.26,-94.87
CAMP_6717,Win-back Win-back - SEO 2024,Re-engagement,SEO,Senior 50+,Latin America,2024-09-24,2024-10-15,8986.62,8656.0,348666.0,8386.0,379.0,62.0,8056.18,2.4052,0.7393,1.03,139.61,174.52,Completed,Q3,2024.0,4.0,92.0,6.08,-6.93
CAMP_7754,Flash Sale Lead Gen - Email 2022,Lead Generation,Email,Professionals 25-35,North America,2022-10-12,2022-10-19,28940.4,26851.37,1004591.0,30857.0,2000.0,666.0,239048.08,3.0716,2.1583,0.87,40.32,50.4,Completed,Q4,2022.0,3.8,68.41,11.52,790.26
CAMP_7872,Back to School Lead Gen - Content Marketing 2023,Lead Generation,Content Marketing,Young Adults 18-25,Latin America,2023-09-20,2023-12-04,14458.67,10464.57,371919.0,6103.0,393.0,68.0,4984.61,1.6409,1.1142,1.71,153.89,192.36,Active,Q3,2023.0,5.0,73.1,7.2,-52.37
CAMP_1241,Black Friday Conversion Push - Instagram Ads 2023,Conversion,Instagram Ads,Professionals 25-35,Latin America,2023-07-13,2023-08-12,23052.7,20789.78,2607320.0,24266.0,983.0,293.0,76665.01,0.9307,1.2075,0.86,70.95,88.69,Completed,Q3,2023.0,2.7,87.97,12.99,268.76
CAMP_5934,Upsell Retention - Content Marketing 2023,Retention,Content Marketing,Mid-Age 35-50,,2023-09-30,2023-11-29,12269.8,9656.82,309381.0,7145.0,495.0,140.0,18245.44,2.3095,1.9594,1.35,,86.22,Completed,Q3,2023.0,3.9,81.21,6.38,88.94
CAMP_4837,Product Launch Lead Gen - Social Media 2022,Lead Generation,Social Media,Parents,North America,2022-02-25,2022-03-18,12851.2,4414.71,193670.0,3327.0,213.0,60.0,1251.89,1.7179,1.8034,1.33,73.58,91.97,Cancelled,Q1,2022.0,4.4,72.24,14.83,-71.64
CAMP_2164,Referral Win-back - SEO 2023,Re-engagement,SEO,Professionals 25-35,north america,2023-02-20,2023-04-21,12973.97,10628.06,422582.0,10648.0,284.0,70.0,17053.65,2.5197,0.6574,,151.83,189.79,Completed,Q1,2023.0,3.7,69.21,12.73,60.46
CAMP_9497,Loyalty Brand Awareness - Instagram Ads 2024,Brand Awareness,Instagram Ads,Mid-Age 35-50,North America,2024-08-09,2025-02-05,19364.34,13798.1,998348.0,11701.0,370.0,76.0,11558.1,1.172,0.6495,1.18,181.55,226.94,Active,Q3,2024.0,2.1,58.57,15.01,-16.23
CAMP_1705,Referral Lead Gen - Content Marketing 2022,Lead Generation,Content Marketing,Mid-Age 35-50,Middle East,2022-03-21,2022-08-18,15239.1,12956.64,399984.0,7920.0,592.0,121.0,23880.08,1.9801,1.5278,1.64,107.08,133.85,Completed,Q1,2022.0,,88.04,11.46,84.31
CAMP_4745,Product Launch Brand Awareness - Social Media 2022,Brand Awareness,Social Media,Professionals 25-35,North America,2022-07-31,2022-08-21,717.17,474.94,30741.0,387.0,4.0,1.0,260.39,1.2589,0.2584,1.23,474.94,593.67,Completed,Q3,2022.0,3.0,74.45,8.95,-45.17
CAMP_6644,Win-back Brand Awareness - Influencer 2022,Brand Awareness,Influencer,Professionals 25-35,Europe,2022-06-05,2022-08-19,12423.58,3559.42,528654.0,3658.0,55.0,13.0,312.86,0.6919,0.3554,0.97,273.8,,Cancelled,Q2,2022.0,2.4,67.78,14.46,-91.21
CAMP_5705,Brand Refresh Brand Awareness - Social Media 2022,Brand Awareness,Social Media,Parents,Middle East,2022-07-13,2022-09-11,29407.89,21497.11,1010043.0,18631.0,352.0,30.0,2024.0,1.8446,0.161,1.15,716.57,895.71,Active,Q3,2022.0,3.6,89.03,9.31,-90.58
CAMP_6498,Webinar Conversion Push - Email 2023,Conversion,Email,Students,Middle East,2023-04-08,2023-10-05,25437.91,23494.91,1223180.0,32543.0,2388.0,421.0,37003.81,2.6605,1.2937,0.72,55.81,69.76,Completed,Q2,2023.0,5.0,60.84,7.08,57.5
CAMP_0524,Premium Retention - Email 2022,Retention,Email,Mid-Age 35-50,North America,2022-06-01,2022-06-08,7587.57,7809.55,479675.0,12050.0,464.0,213.0,113357.28,2.5121,1.7676,0.65,36.66,45.83,Completed,Q2,2022.0,4.2,85.74,2.7,1351.52
CAMP_4007,Webinar Win-back - Social Media 2023,Re-engagement,Social Media,Senior 50+,North America,2023-03-14,2023-07-12,39312.8,18423.64,1948103.0,16084.0,401.0,58.0,12157.76,0.8256,0.3606,1.15,317.65,397.06,Paused,Q1,2023.0,4.1,65.18,20.96,-34.01
CAMP_8329,Autumn Conversion Push - Social Media 2023,Conversion,Social Media,Parents,Europe,2023-05-06,2023-08-04,4835.52,3950.02,350358.0,5353.0,202.0,55.0,7507.75,1.5279,1.0275,0.74,71.82,89.77,Completed,Q2,2023.0,3.5,79.54,7.8,90.07
CAMP_7188,Monsoon Lead Gen - Social Media 2022,Lead Generation,Social Media,Parents,Europe,2022-09-02,2022-10-02,69493.41,70755.06,6201683.0,64495.0,3830.0,1015.0,78874.84,1.04,1.5738,1.1,69.71,87.14,Completed,Q3,2022.0,,65.04,8.57,11.48
CAMP_1546,Win-back Brand Awareness - Instagram Ads 2024,Brand Awareness,Instagram Ads,Mid-Age 35-50,Europe,2024-09-15,2025-01-13,17437.56,16685.44,1008859.0,10818.0,112.0,15.0,2303.28,1.0723,0.1387,1.54,1112.36,1390.45,Completed,Q3,2024.0,3.2,70.0,10.23,-86.79
CAMP_9875,Monsoon Retention - Instagram Ads 2023,Retention,Instagram Ads,Professionals 25-35,Europe,2023-02-25,2023-03-04,1542.72,1143.49,173236.0,881.0,38.0,15.0,3135.28,0.5086,1.7026,1.3,76.23,95.29,Active,Q1,2023.0,4.0,72.76,10.94,174.19
CAMP_6353,Spring Lead Gen - Social Media 2023,Lead Generation,Social Media,Young Adults 18-25,Asia Pacific,2023-09-25,2023-11-09,7128.05,1952.51,101270.0,1689.0,137.0,25.0,1223.09,1.6678,1.4802,1.16,78.1,97.63,Cancelled,Q3,2023.0,3.7,79.02,15.17,-37.36
